ordem;codigo_sessao;modulo;nome_modulo;objetivo_modulo;referencia_v3;topico_macro;nivel;tipo_sessao;titulo_aula;conteudo_programado;pratica;entrega;criterio_aprovacao;observacao
956;M9.14.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;GROUP BY e agregações;intermediario;Exercício solo, perguntas e critério de aprovação;GROUP BY e agregações - Exercício solo, perguntas e critério de aprovação;count, sum, avg, min, max, having e relatórios. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
957;M9.15.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Subqueries;intermediario;Conceito profundo e quando usar;Subqueries - Conceito profundo e quando usar;consulta interna, EXISTS, IN e performance. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
958;M9.15.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Subqueries;intermediario;Implementação guiada com código realista;Subqueries - Implementação guiada com código realista;consulta interna, EXISTS, IN e performance. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
959;M9.15.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Subqueries;intermediario;Refatoração, melhoria e leitura crítica;Subqueries - Refatoração, melhoria e leitura crítica;consulta interna, EXISTS, IN e performance. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
960;M9.15.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Subqueries;intermediario;Exercício solo, perguntas e critério de aprovação;Subqueries - Exercício solo, perguntas e critério de aprovação;consulta interna, EXISTS, IN e performance. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
961;M9.16.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;CTE;intermediario;Conceito profundo e quando usar;CTE - Conceito profundo e quando usar;WITH, legibilidade e consultas complexas. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
962;M9.16.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;CTE;intermediario;Implementação guiada com código realista;CTE - Implementação guiada com código realista;WITH, legibilidade e consultas complexas. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
963;M9.16.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;CTE;intermediario;Refatoração, melhoria e leitura crítica;CTE - Refatoração, melhoria e leitura crítica;WITH, legibilidade e consultas complexas. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
964;M9.16.04;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;CTE;intermediario;Exercício solo, perguntas e critério de aprovação;CTE - Exercício solo, perguntas e critério de aprovação;WITH, legibilidade e consultas complexas. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;desafio aplicado, revisão técnica, perguntas de fixação e commit quando aplicável;entrega validada, documentação curta, critérios aprovados e Git limpo quando houver projeto;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
965;M9.17.01;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Views;intermediario;Conceito profundo e quando usar;Views - Conceito profundo e quando usar;visões, encapsulamento e uso com critério. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas.;leitura guiada, mapa mental, perguntas orais e registro no diário;anotações, respostas de fixação e checklist conceitual;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
966;M9.17.02;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Views;intermediario;Implementação guiada com código realista;Views - Implementação guiada com código realista;visões, encapsulamento e uso com critério. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis.;digitar/implementar/desenhar junto, executar quando houver código e comparar resultado;código ou desenho funcional com evidência do resultado;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
967;M9.17.03;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Views;intermediario;Refatoração, melhoria e leitura crítica;Views - Refatoração, melhoria e leitura crítica;visões, encapsulamento e uso com critério. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade.;resolver variação prática, corrigir erros, aplicar melhoria e explicar decisão;exercício solo, correção e anotação dos erros comuns;Aluno consegue explicar com suas palavras, executar ou desenhar quando aplicável, responder perguntas, identificar erros comuns, atualizar diário e manter o repositório organizado.;"Esta é uma sessão operacional da v4.1; depois será transformada em arquivo de aula completo com teoria, exemplos, exercícios, perguntas, respostas e checklist."
