documento_mentor_proposto;arquivo_mentor_proposto;modulo;nome_modulo;topico_macro;primeira_sessao_v4_1;ultima_sessao_v4_1;quantidade_sessoes_cobertas;tipos_sessao_cobertos;conteudo_consolidado_da_grade;regra_de_cobertura
316;316_M12_03_OWASP_TOP_10_APLICADO.md;M12;Segurança de aplicações Java;OWASP Top 10 aplicado;M12.03.01;M12.03.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;injection, broken access control, misconfiguration e logging. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | injection, broken access control, misconfiguration e logging. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | injection, broken access control, misconfiguration e logging. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | injection, broken access control, misconfiguration e logging. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
317;317_M12_04_CORS.md;M12;Segurança de aplicações Java;CORS;M12.04.01;M12.04.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;origem, preflight, headers, riscos e configuração correta. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | origem, preflight, headers, riscos e configuração correta. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | origem, preflight, headers, riscos e configuração correta. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | origem, preflight, headers, riscos e configuração correta. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
318;318_M12_05_CSRF.md;M12;Segurança de aplicações Java;CSRF;M12.05.01;M12.05.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;quando importa, API stateless, cookies e mitigação. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | quando importa, API stateless, cookies e mitigação. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | quando importa, API stateless, cookies e mitigação. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | quando importa, API stateless, cookies e mitigação. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
319;319_M12_06_HEADERS_DE_SEGURANCA.md;M12;Segurança de aplicações Java;Headers de segurança;M12.06.01;M12.06.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;HSTS, CSP conceitual, X-Content-Type, X-Frame e proteção. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | HSTS, CSP conceitual, X-Content-Type, X-Frame e proteção. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | HSTS, CSP conceitual, X-Content-Type, X-Frame e proteção. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | HSTS, CSP conceitual, X-Content-Type, X-Frame e proteção. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
320;320_M12_07_HASH_DE_SENHA.md;M12;Segurança de aplicações Java;Hash de senha;M12.07.01;M12.07.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;BCrypt, salt, nunca guardar senha pura e migração. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | BCrypt, salt, nunca guardar senha pura e migração. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | BCrypt, salt, nunca guardar senha pura e migração. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | BCrypt, salt, nunca guardar senha pura e migração. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
321;321_M12_08_SPRING_SECURITY_ARQUITETURA.md;M12;Segurança de aplicações Java;Spring Security arquitetura;M12.08.01;M12.08.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;SecurityFilterChain, filtros, Authentication e Authorization. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | SecurityFilterChain, filtros, Authentication e Authorization. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | SecurityFilterChain, filtros, Authentication e Authorization. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | SecurityFilterChain, filtros, Authentication e Authorization. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
322;322_M12_09_LOGIN_BASICO_E_USUARIO_EM_MEMORIA.md;M12;Segurança de aplicações Java;Login básico e usuário em memória;M12.09.01;M12.09.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;primeira proteção e fluxo. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | primeira proteção e fluxo. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | primeira proteção e fluxo. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | primeira proteção e fluxo. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
323;323_M12_10_JWT_PROFUNDO.md;M12;Segurança de aplicações Java;JWT profundo;M12.10.01;M12.10.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;header, payload, assinatura, claims, expiração e validação. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | header, payload, assinatura, claims, expiração e validação. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | header, payload, assinatura, claims, expiração e validação. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | header, payload, assinatura, claims, expiração e validação. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
324;324_M12_11_REFRESH_TOKEN.md;M12;Segurança de aplicações Java;Refresh token;M12.11.01;M12.11.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;renovação, rotação, revogação e armazenamento seguro. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | renovação, rotação, revogação e armazenamento seguro. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | renovação, rotação, revogação e armazenamento seguro. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | renovação, rotação, revogação e armazenamento seguro. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
325;325_M12_12_ROLES_E_AUTHORITIES.md;M12;Segurança de aplicações Java;Roles e authorities;M12.12.01;M12.12.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;ROLE_ADMIN, permissões finas e method security. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | ROLE_ADMIN, permissões finas e method security. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | ROLE_ADMIN, permissões finas e method security. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | ROLE_ADMIN, permissões finas e method security. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
326;326_M12_13_AUTORIZACAO_POR_REGRA_DE_NEGOCIO.md;M12;Segurança de aplicações Java;Autorização por regra de negócio;M12.13.01;M12.13.04;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;dono do recurso, tenant, status e validação no service. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | dono do recurso, tenant, status e validação no service. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | dono do recurso, tenant, status e validação no service. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | dono do recurso, tenant, status e validação no service. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;Aula mentorada única cobrindo integralmente todas as sessões operacionais deste tópico macro.
