documento;arquivo;codigo_topico;modulo;nome_modulo;objetivo_modulo;referencia_v3;topico_macro;nivel;sessoes_v4_1_fundidas;tipos_sessao_v4_1;conteudos_v4_1;decisao_pedagogica
254;254_M9_22_DEADLOCKS.md;M9.22;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Deadlocks;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;causas, simulação, prevenção e logs. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | causas, simulação, prevenção e logs. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | causas, simulação, prevenção e logs. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | causas, simulação, prevenção e logs. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
255;255_M9_23_PAGINACAO_SQL.md;M9.23;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Paginação SQL;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;limit/offset, keyset pagination e impacto. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | limit/offset, keyset pagination e impacto. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | limit/offset, keyset pagination e impacto. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | limit/offset, keyset pagination e impacto. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
256;256_M9_24_MIGRACAO_E_VERSIONAMENTO_DE_BANCO_CONCEITUAL.md;M9.24;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Migração e versionamento de banco conceitual;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;scripts, ordem, rollback e Flyway depois. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | scripts, ordem, rollback e Flyway depois. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | scripts, ordem, rollback e Flyway depois. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | scripts, ordem, rollback e Flyway depois. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
257;257_M9_25_PROJETO_MODELO_OS_EM_POSTGRESQL.md;M9.25;M9;SQL, PostgreSQL e modelagem relacional;Formar base forte em banco relacional, modelagem, consultas, transações e performance SQL antes do JPA esconder detalhes.;M6 - SQL, JDBC, JPA e Hibernate;Projeto modelo OS em PostgreSQL;intermediario;4;Conceito profundo e quando usar | Implementação guiada com código realista | Refatoração, melhoria e leitura crítica | Exercício solo, perguntas e critério de aprovação;clientes, produtos, OS, atividades, histórico, status e queries reais. Nesta sessão: entender motivação, alternativas, trade-offs e armadilhas. | clientes, produtos, OS, atividades, histórico, status e queries reais. Nesta sessão: codar passo a passo uma solução pequena, com nomes bons e saídas verificáveis. | clientes, produtos, OS, atividades, histórico, status e queries reais. Nesta sessão: melhorar nomes, responsabilidades, duplicações, organização e legibilidade. | clientes, produtos, OS, atividades, histórico, status e queries reais. Nesta sessão: resolver variação sem copiar, explicar decisões e validar com checklist.;fundir micro-sessões da v4.1 em uma aula mentorada completa
258;258_M10_01_JDBC_VISAO_GERAL.md;M10.01;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;JDBC visão geral;avancado;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;Connection, DriverManager, PreparedStatement, ResultSet e SQLException. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | Connection, DriverManager, PreparedStatement, ResultSet e SQLException. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | Connection, DriverManager, PreparedStatement, ResultSet e SQLException. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | Connection, DriverManager, PreparedStatement, ResultSet e SQLException. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;fundir micro-sessões da v4.1 em uma aula mentorada completa
259;259_M10_02_CRUD_COM_JDBC.md;M10.02;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;CRUD com JDBC;avancado;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;insert, select, update, delete e mapeamento manual. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | insert, select, update, delete e mapeamento manual. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | insert, select, update, delete e mapeamento manual. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | insert, select, update, delete e mapeamento manual. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;fundir micro-sessões da v4.1 em uma aula mentorada completa
260;260_M10_03_SQL_INJECTION_E_PREPAREDSTATEMENT.md;M10.03;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;SQL Injection e PreparedStatement;avancado;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;risco, parâmetros e segurança. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | risco, parâmetros e segurança. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | risco, parâmetros e segurança. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | risco, parâmetros e segurança. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;fundir micro-sessões da v4.1 em uma aula mentorada completa
261;261_M10_04_DAO_E_REPOSITORY.md;M10.04;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;DAO e Repository;avancado;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;separação de acesso a dados, interfaces e contratos. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | separação de acesso a dados, interfaces e contratos. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | separação de acesso a dados, interfaces e contratos. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | separação de acesso a dados, interfaces e contratos. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;fundir micro-sessões da v4.1 em uma aula mentorada completa
262;262_M10_05_TRANSACOES_COM_JDBC.md;M10.05;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Transações com JDBC;avancado;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;autoCommit, commit, rollback e erro no meio do fluxo. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | autoCommit, commit, rollback e erro no meio do fluxo. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | autoCommit, commit, rollback e erro no meio do fluxo. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | autoCommit, commit, rollback e erro no meio do fluxo. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;fundir micro-sessões da v4.1 em uma aula mentorada completa
263;263_M10_06_CONNECTION_POOL_CONCEITUAL.md;M10.06;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Connection pool conceitual;avancado;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;custo de conexão, Hikari e produção. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | custo de conexão, Hikari e produção. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | custo de conexão, Hikari e produção. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | custo de conexão, Hikari e produção. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;fundir micro-sessões da v4.1 em uma aula mentorada completa
264;264_M10_07_FLYWAY.md;M10.07;M10;Persistência Java: JDBC, JPA, Hibernate e Spring Data;Ensinar acesso a dados desde JDBC manual até JPA/Hibernate profissional, entendendo o que o framework faz e onde ele falha.;M6 - JDBC, JPA e Hibernate expandido;Flyway;avancado;4;Fundamento avançado e modelo mental | Implementação profissional orientada a produção | Casos de borda, falhas e troubleshooting | Desafio aplicado, revisão técnica e entrega;migrations, V1, V2, checksum, baseline e organização. Nesta sessão: entender funcionamento interno, limitações, impacto em backend e riscos. | migrations, V1, V2, checksum, baseline e organização. Nesta sessão: implementar solução com validação, erro, teste, configuração ou observabilidade quando aplicável. | migrations, V1, V2, checksum, baseline e organização. Nesta sessão: simular falhas, diagnosticar sintomas, medir comportamento e corrigir. | migrations, V1, V2, checksum, baseline e organização. Nesta sessão: entregar mini solução com README, evidência, teste, decisão técnica ou ADR.;fundir micro-sessões da v4.1 em uma aula mentorada completa
